Feed name,Headline,Publication,Date,Time,Media type,Link,Language,Page number,Area (sq. cm),Section,Story Lead?,Story ID,Source Country,Source Region,Source Subregion,Reach Value,Reach Type,DAZN [mentions],DAZN [sentiment],DAZN [salience],Aviation relevant,Call of Duty,Cloud,DAZN Media announcement,DAZN TMO Irrelevant,Exclusions,ICA - Relevant coverage,Not launch,relevant,Remove,SAV irrelevant,SAV relevant,Spyro,Sentiment / Negative,Sentiment / Neutral,Sentiment / Positive
DAZN: Spain,Man. City-Everton: schedule and where to watch the Premier League game,La Vanguardia,31/12/2019,11:30:00,Online,https://article.signal-ai.com/3578c340-eb3b-33bb-893a-8e28cc32fa94?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,11bf56b8-a0bd-4149-bfb5-301c51b342be,Spain,Europe,Southern Europe,1750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,
DAZN: Spain,Newcastle-Leicester: schedule and where to watch the Premier League game,La Vanguardia,31/12/2019,09:00:00,Online,https://article.signal-ai.com/2afe1218-29af-3a13-8476-45709b7c8af0?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,bc039f15-bb59-459e-9ba3-2ed31fcd3249,Spain,Europe,Southern Europe,1750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,
DAZN: Spain,Norwich City-Crystal Palace: time and where to watch the Premier League game,La Vanguardia,31/12/2019,11:30:00,Online,https://article.signal-ai.com/d6e5498e-e05e-3500-a565-e84fc02fa11f?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,4a774e23-af53-4648-bea5-461bff5bf7f1,Spain,Europe,Southern Europe,1750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,
DAZN: Spain,Cordero Vega repeats in the Sestao-Athletic Cup,El Desmarque,31/12/2019,08:40:09,Online,https://article.signal-ai.com/debc4275-2e9d-3697-9e2e-d67889fce337?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,eb538135-a8aa-4114-9684-003eefbc1722,Spain,Europe,Southern Europe,375000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,The return to Andalusia 2020 will be broadcast in 180 countries,MSN Spain,31/12/2019,13:52:33,Online,https://article.signal-ai.com/25bc9279-86c6-3c7d-8c2f-16b7d9ff276f?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,99ae635a-d6f7-4c29-b6d7-837d800cb8e1,Spain,Europe,Southern Europe,37500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,The return to Andalusia 2020 will be broadcast in 180 countries,AS.com,31/12/2019,07:46:01,Online,https://article.signal-ai.com/4d565254-233b-35be-be86-2ddbcad8d63c?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,N,99ae635a-d6f7-4c29-b6d7-837d800cb8e1,Spain,Europe,Southern Europe,8750000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,A First Division referee for the Zamora CF-RCD Mallorca of Copa del Rey,Zamora24horas.com,31/12/2019,06:48:28,Online,https://article.signal-ai.com/ad7007fb-656a-35e0-a22a-93166d879fa1?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,69221d22-2fc7-473f-9a04-d855c291067d,Spain,Europe,Southern Europe,30000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,
DAZN: Spain,Burnley-Aston Villa: time and where to watch the Premier League game,La Vanguardia,31/12/2019,06:30:00,Online,https://article.signal-ai.com/8b3c4c5a-494b-36a5-ace1-9fdc7aa2924f?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,a02520f5-2916-480a-a66d-231857325b03,Spain,Europe,Southern Europe,1750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,
DAZN: Spain,Brighton & Hove Albion-Chelsea: time and where to watch the Premier League game,La Vanguardia,31/12/2019,06:30:00,Online,https://article.signal-ai.com/c8a3ee52-bdda-36a3-a2d7-54a33fe300c8?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,8a595305-6fff-4d64-9c53-82e44f2ddb78,Spain,Europe,Southern Europe,1750000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,
DAZN: Spain,"Saul ""Canelo"" Álvarez, was chosen as the best boxer of the year",El Litoral,31/12/2019,11:32:13,Online,https://article.signal-ai.com/78f52d4f-9225-3f34-b96b-456533c96f23?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,59186496-a195-4636-baba-b9d48667bfde,Argentina,Americas,South America,375000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,"Saul ""Canelo"" Álvarez, the best boxer of 2019: World Boxing Association",Infobae,31/12/2019,04:50:49,Online,https://article.signal-ai.com/beeacf47-6b4a-3720-abbd-ff1ad331e83e?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,N,59186496-a195-4636-baba-b9d48667bfde,Argentina,Americas,South America,6250000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,Floyd and Canelo sealed with their own boxing decade brands.,El Dia,31/12/2019,04:17:37,Online,https://article.signal-ai.com/95b27c32-e98a-39af-9f28-62b89672ecf7?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,b6afcede-76e8-4ba6-8561-c9faf59089e8,Spain,Europe,Southern Europe,75000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,Mikey Garcia vs. Jessie Vargas: big fight or big business?,Solo Boxeo,31/12/2019,00:45:09,Online,https://article.signal-ai.com/c221a5fc-17d1-3186-aa6d-37aaea427aca?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,d1e52a31-1131-4bb0-9726-305bfa0a5ab4,Spain,Europe,Southern Europe,30000,monthly-unique-visitors,1,neutral,0.25,,,,,,,,,,,,,,,,
DAZN: Spain,Florentino Perez's bomb for January 1 is this! And it's the greatest savagery in Real Madrid.,Diario Gol,31/12/2019,00:00:00,Online,https://article.signal-ai.com/5f516997-e7d6-3b21-9862-d7db7a9ca6d1?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,Real Madrid,Y,b5d891c0-75a7-446e-a25c-c96cad7d41d1,Spain,Europe,Southern Europe,375000,monthly-unique-visitors,2,positive,0.1,,,,,,,,,,,,,,,,
DAZN: Spain,The return to Andalusia will be broadcast in 180 countries,La Opinión de Málaga,31/12/2019,00:00:00,Print,https://article.signal-ai.com/88e82890-5407-3a2a-8ec3-4a08d7cc7063?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,Todo Deporte,Y,3d1f128a-60b0-4aa0-85e6-f68780bae9e0,Spain,Europe,Southern Europe,3000,circulation,2,neutral,0.5,,,,,,,,,,,,,,,,
DAZN: Spain,"Anthony Joshua vs. Andy Ruiz, one of the best round of the year 2019",El Comercio Peru,30/12/2019,23:40:55,Online,https://article.signal-ai.com/0ac737a7-477a-3372-ab84-53d8e25d0a19?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,e6e60c3f-2949-4cc7-b4bd-e249636ed71d,Peru,Americas,South America,1750000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,DAZN Premier League marathon to start 2020,Neeo.es,30/12/2019,21:13:15,Online,https://article.signal-ai.com/00a03fd1-b099-3ead-a21e-b5d3d0324b83?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,5497ba6d-b63c-44c3-ac02-8c55fbf0d094,Spain,Europe,Southern Europe,75000,monthly-unique-visitors,3,neutral,1.3,,,,,,,,,,,,,,,,
DAZN: Spain,Sports revolutionize OTT's world,Newsline Report,30/12/2019,18:08:16,Online,https://article.signal-ai.com/47bfceda-ed93-3dc6-89be-5c7c4fd4e098?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,81751d6e-44ec-4669-9397-5a55878f217c,Mexico,Americas,Central America,3000,monthly-unique-visitors,4,neutral,0.2,,,,,,,,,,,,,,,,
DAZN: Spain,Claudio Bravo and Alexis Sánchez are candidates for the XI of the Barcelona decade,Yahoo,30/12/2019,18:24:50,Online,https://article.signal-ai.com/e1640526-42c2-3679-ae76-92829d7a1b94?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,83cb62e0-1f32-4d08-a6fe-e7e8217b9f6c,United States,Americas,Northern America,,,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,Thierry Henry appears as a candidate for the Bank of Barcelona,Yahoo,30/12/2019,16:49:08,Online,https://article.signal-ai.com/da063e08-fd7a-31fd-b72e-cb92725b19e5?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,af61096e-1982-4d48-afcd-8b0bba52d0a2,United States,Americas,Northern America,,,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,Take advantage of your 4K TV with this player: Amazon Fire Stick 4K lowered to the level of Black Friday,MSN Spain,30/12/2019,15:31:12,Online,https://article.signal-ai.com/170e3ce6-97bd-3ecf-aef1-8f1044483561?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,3132e948-a373-47f0-b0a6-1bc138ac098b,Spain,Europe,Southern Europe,37500000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,The 66 return to Andalusia will reach 180 countries and 150 million homes,Eurosport.es,30/12/2019,13:55:00,Online,https://article.signal-ai.com/1bb33cb2-9153-3424-89c3-2cea45ef2ab8?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,f9b910cb-a66f-42c0-a91f-c26291304258,Spain,Europe,Southern Europe,75000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,The 66 return to Andalusia will reach 180 countries and 150 million homes,Yahoo! Deportes España,30/12/2019,13:50:40,Online,https://article.signal-ai.com/41a4590e-32de-32a1-874a-fa363cd5cc9b?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,N,f9b910cb-a66f-42c0-a91f-c26291304258,Spain,Europe,Southern Europe,175000000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,The 66 return to Andalusia will reach 180 countries and 150 million homes; cycling round Andalusia,EFE Newswire - Relevantes del Mundo,30/12/2019,12:00:00,Online,https://article.signal-ai.com/efd90503-fdef-3aa2-9fd8-33a6a2b45638?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,N,f9b910cb-a66f-42c0-a91f-c26291304258,Spain,Europe,Southern Europe,175000,monthly-unique-visitors,1,neutral,0.05,,,,,,,,,,,,,,,,
DAZN: Spain,Arthur and Ter Stegen will begin 2020 injured in Barcelona,Yahoo,30/12/2019,13:10:51,Online,https://article.signal-ai.com/a353b84b-0cff-3fa4-a559-adac8a9b53d2?u=351ef292-faed-4477-a667-ff65eb6ec0ed&origin=csv,Spanish,,,,Y,7b472663-703e-4448-b952-83ea1c25e13f,United States,Americas,Northern America,,,1,neutral,0.05,,,,,,,,,,,,,,,,
